"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"CAF","Central African Republic",33.09808419499,33.1896244067206,32.9401722883038,32.9104644196969,32.9550285574632,32.804255275418,33.3243679331371,33.2234517765007,32.6992453227704,33.3715562992143,31.9048301007029,29.7361018660071,29.1447413997053,28.8379738996923,28.3556083730703,27.9174972844429,27.4575442045721,27.8526103916226,26.2962139805738,26.117471939082,26.560956504874,27.891917896859,27.7072713322556,27.6217829409402,27.9528785403577,27.4902893926575,27.5129540209335,28.1903954376649,28.13695827039,27.4280077188519
"TCD","Chad",30.1705372794826,30.1720741483166,30.0959449677836,30.0884825779645,30.1425815589553,30.2012342896283,30.1488802740297,30.1264910101776,28.9163834249705,29.7674443174414,28.8158228058804,26.6078247821763,26.8785563189375,26.5692241952178,27.0160164077645,26.5272027820386,26.0356445346781,26.2183583304944,26.362195279932,26.4563853545363,26.2154772271956,26.8172749455246,27.1331768124912,27.126092399746,27.0800694796574,27.6184262402878,27.7434161936922,28.1643778510369,27.8574592771408,26.4154174433051
"CHL","Chile",53.5583232076412,53.5224240528099,53.2002327924457,52.8541939080867,53.2400102707842,53.8872898654035,54.2762687485986,54.7848336392198,54.3833342502089,54.5073374110062,55.6865766039095,56.5043958891426,57.0141549129565,57.236160270053,57.1164404187801,57.5576919924483,57.7449234672705,58.6841554630559,58.996465535737,59.742934090286,59.4287216802159,58.848314334027,58.770948598796,59.1916404930918,59.2883771261195,59.0027812351499,59.2076520454686,59.7117572036808,59.7998179629107,60.0737434832314
"CHN","China",47.3771376024615,47.5671996097854,47.5090698840426,47.4115014689324,47.4297511068449,47.5580737557545,47.432319795886,47.3973883260904,46.9402634111706,47.4612570941541,48.8019728238393,52.9603625423635,53.9507056054381,55.0033075652848,55.8270418043142,57.709549256624,58.1509952100004,58.1363375690341,58.5104384179681,51.510426144347,52.3072777040961,52.4208929999967,53.0311250503672,53.3862048027949,56.8652826968397,57.4424967092744,57.7660588189625,52.5504143088699,52.9215592212443,53.0425382771277
"COL","Colombia",41.9595325599035,41.8911032992812,41.8055760613131,41.7490075541585,41.5764929117857,41.5212860768275,42.0402873864624,42.542111118859,42.9269411924285,43.6406886080657,44.0067608839899,42.7604513121621,43.1620425433431,44.0401104206519,44.9299260637548,45.602712152191,46.4084053775187,46.3351183982288,46.3753490350512,47.5208176681176,47.6426844795944,47.5435812829338,47.5947832966433,47.5850799135504,47.972417872461,48.1300099156883,48.1069230198594,50.8147715112188,50.7198991475038,50.4540648013757
"COM","Comoros",36.7740124369279,36.9048428085472,36.832413866671,36.9048768555607,37.2718120542071,36.3396090408284,37.1845665183884,38.0292502997133,37.1115324200569,36.9142741116797,38.5201599955292,37.6127445001165,37.6619631296127,36.5099319031549,36.8849334252502,38.2644916605308,37.9400151848726,38.1028863559086,38.7230600653567,39.3635560720514,39.8591217729355,40.1549849693906,40.190841377364,40.1902274663659,39.6815574439405,40.2392460291862,40.0831575316791,37.7534931989617,38.2633259315586,38.4546012232657
"COG","Congo",33.7882207073491,33.8487263811071,33.5232008855949,33.2952619740182,33.8622400269377,34.4345938594779,34.5601291916549,34.3509528690259,34.7137564258394,34.5671278390809,33.4558372485828,32.5107394377632,33.34407560895,33.7264118787473,33.6960487689211,33.487550923255,32.9025811768285,32.2988911711709,32.9492434916257,33.4919136101004,33.5384867665594,35.4813049586157,34.8637814398154,34.9974419337082,34.5714855403414,34.3262951821213,34.6179323457676,33.6291255227377,33.6958587135224,33.733395140836
"COD","Congo, the Democratic Republic o",30.4571322402122,30.3779722411335,30.0555101974994,29.7491143793233,29.7603829480189,29.7864058947308,30.5418400911672,30.9031692876678,30.9582291408867,31.6947472148117,31.2175753837711,29.3816400918418,29.5027539611341,29.3938440411815,29.5971970439483,28.356756203466,28.8964584124646,28.870502715959,29.0931813598603,28.9898086829921,29.7007612820428,31.1881321051915,31.0283256603653,31.5153666895527,31.5706966705755,31.5258209389362,31.6882633179467,30.4604567581649,30.5119968065491,30.3675514137829
"CRI","Costa Rica",47.4661548365106,47.5975430585919,48.188938287149,48.590803292904,48.7164421311942,49.0244184612477,48.4978496750674,48.4816904661994,48.4969138422119,48.9037208414471,49.4051808961912,48.4050065604283,48.5152238518631,49.0051215361185,49.2458316611238,50.8037118265602,50.4851737309478,51.0531222854423,51.7392366587228,52.9372957861715,53.3270635158612,53.2401397781021,53.1450711668026,53.2923169562727,53.3577315910262,53.5361395387923,53.4733764219604,53.8664577393916,53.9136470927392,54.4821526574966
"CIV","Cote d'Ivoire",40.8859768798745,40.9161107880777,40.4972664346885,39.9799881534837,38.9108564803968,37.9839639764291,37.7405515693513,37.5421351598933,37.5048759014005,36.8403095281476,35.9571846963395,34.2251597122269,34.5897119885411,34.7474900546905,35.577315776894,34.3641851689515,34.2503027367233,34.731973682931,35.9307587559264,37.723890665844,39.0303082045875,39.7141424259622,39.766711130285,40.1678471325304,40.5138721268827,40.5550707771453,40.7674409460922,40.5761226940552,40.5533166849614,40.994997058513
